use_obstacle,seed,target_x,target_y,obstacle_x,obstacle_y,q1,q2,success_t2,collision_t2,success_t4,collision_t4,success_t6,collision_t6,success_t8,collision_t8,success_t12,collision_t12
1,10142,0.19762143079913164,-1.8237296980686721,-0.7305981512521448,0.36773069557808397,-2.9107983124212757,1.4826919905403102,0,0,1,0,1,0,1,0,1,0
1,10143,1.027565198544526,-0.4801546165192751,0.12235679431522115,-0.6338488998825553,1.5256830949392148,-1.2915290846496486,1,0,1,0,1,0,1,0,1,0
1,10144,0.10824651578098587,1.4530320986505005,-0.001321763775679561,-1.0489518071076078,-2.8843792226557543,-1.719755318034537,1,0,1,0,1,0,1,0,1,0
1,10145,1.1641506354581166,0.03173053343160898,-0.8673233149556312,0.03209141458402134,0.7691655283040735,0.7463466248427919,1,0,1,0,1,0,1,0,1,0
1,10146,1.434904260780076,0.5368485738849464,-0.750900460738573,0.23945986883417975,1.8125223528389738,-0.6669513678858685,1,0,1,0,1,0,1,0,1,0
1,10147,1.1395901530564319,-1.2810774616677283,0.292163152538756,-0.9661405792722875,-2.314960576558019,0.22729928361518215,0,1,0,1,0,1,0,1,0,1
1,10148,-0.3369734998061121,0.7935329594583735,0.923818136867675,-0.2183429876366564,-3.1258613590504263,0.35870187642366547,1,0,1,0,1,0,1,0,1,0
1,10149,-0.12350517557492323,0.4102661367571756,-0.6020906470373227,0.07372399891900558,-2.014007929937036,1.8039825012606336,0,1,0,1,0,1,0,1,0,1
1,10150,-1.2669389112383131,-0.14852980070756167,0.2868957803627606,-1.0007166835027774,-2.3294300988829235,2.393206546022939,0,1,0,1,0,1,0,1,0,1
1,10151,-0.8274806473233205,-1.4575757991566765,0.901672724368738,-0.2328931802414936,-2.330479286227244,-2.0138961989535655,0,0,1,0,1,0,1,0,1,0
1,10152,-1.4599332917931218,-0.7552227987393587,0.6267189311813447,-0.8867134378724055,2.117501935340573,1.0459956280745613,0,0,1,0,1,0,1,0,1,0
1,10153,-0.2998684410651671,-0.48719273272030056,-0.09132618917947087,0.7295317533549235,-2.155477930644069,0.4451719585137637,1,0,1,0,1,0,1,0,1,0
1,10154,1.0456782904741386,-1.2939031418782252,-0.851022523067778,0.09350894730043019,-1.5135871607578404,-1.764657775084112,0,0,1,0,1,0,1,0,1,0
1,10155,0.3001583443968377,-0.5174987248183198,-0.08279856832725989,-0.9838134718549556,-0.5980938705849433,-1.457315703641671,0,1,1,0,1,0,1,0,1,0
1,10156,-0.2623752113221994,-0.6318136180787599,-1.0930201014187921,-0.006041209232194247,0.5901151632095029,-0.48427181978217604,1,0,1,0,1,0,1,0,1,0
1,10157,-0.8605794773861966,-1.2130356525691894,0.2195179529126512,0.8199054605837568,-3.1384941563335933,-0.40244349550290826,1,0,1,0,1,0,1,0,1,0
1,10158,-0.9708774434257399,1.0988306605808025,0.2612816705751278,-1.1678616938661053,1.680240395124903,0.17380171677733702,1,0,1,0,1,0,1,0,1,0
1,10159,-0.4251258914665149,-0.21707771203050322,-0.9264144936480441,-0.6825828842402168,-0.5772846562276935,-0.779520460377433,1,0,1,0,1,0,1,0,1,0
1,10160,1.5097945220023834,-0.03403101459701504,0.7467852757882403,-0.5515741558257492,2.8872629203432725,-1.8270420964054856,0,1,0,0,1,0,1,0,1,0
1,10161,0.301114756557544,1.2240845295969636,-0.45123672357549915,0.39839898465575374,-1.4328350992976109,0.6950122712282991,0,0,0,0,1,0,1,0,1,0
1,10162,-0.8799295448201977,1.1349665307454377,-0.8742511564719073,-0.36749287767007166,-0.19254213391859354,1.4655230812383402,0,0,1,0,1,0,1,0,1,0
1,10163,-0.03561556753037129,0.7897691699061344,1.0443766936437813,0.27372087417257884,-0.16596031631703112,-0.04615951840315713,0,1,0,1,0,1,0,1,0,1
1,10164,1.2013072540304421,0.13059607888537922,-0.8415002847253066,-0.24520290098709,2.490720649157807,-2.021650288541764,1,0,1,0,1,0,1,0,1,0
